t	p	V	L	psi	z
0.00464	326.096	1091.28	1.41326	0.784586	0.784586
0.00465	324.969	1095.27	1.42419	0.787441	0.787441
0.00466	323.843	1099.24	1.43516	0.790287	0.790287
0.00467	322.716	1103.2	1.44618	0.793123	0.793123
0.00468	321.59	1107.14	1.45723	0.795949	0.795949
0.00469	320.465	1111.08	1.46832	0.798765	0.798765
0.0047	319.34	1114.99	1.47945	0.801571	0.801571
0.00471	318.216	1118.89	1.49062	0.804367	0.804367
0.00472	317.092	1122.78	1.50183	0.807154	0.807154
0.00473	315.97	1126.66	1.51307	0.80993	0.80993
0.00474	314.849	1130.52	1.52436	0.812697	0.812697
0.00475	313.728	1134.37	1.53568	0.815454	0.815454
0.00476	312.609	1138.2	1.54705	0.818201	0.818201
0.00477	311.492	1142.02	1.55845	0.820938	0.820938
0.00478	310.376	1145.83	1.56989	0.823666	0.823666
0.00479	309.262	1149.62	1.58137	0.826383	0.826383
0.0048	308.149	1153.4	1.59288	0.829091	0.829091
0.00481	307.038	1157.17	1.60443	0.83179	0.83179
0.00482	305.929	1160.92	1.61602	0.834478	0.834478
0.00483	304.822	1164.66	1.62765	0.837157	0.837157
0.00484	303.717	1168.39	1.63932	0.839826	0.839826
0.00485	302.614	1172.1	1.65102	0.842485	0.842485
0.00486	301.513	1175.8	1.66276	0.845135	0.845135
0.00487	300.414	1179.48	1.67454	0.847775	0.847775
0.00488	299.318	1183.15	1.68635	0.850405	0.850405
0.00489	298.225	1186.81	1.6982	0.853026	0.853026
0.0049	297.133	1190.46	1.71008	0.855637	0.855637
0.00491	296.045	1194.09	1.72201	0.858239	0.858239
0.00492	294.959	1197.71	1.73397	0.860831	0.860831
0.00493	293.876	1201.31	1.74596	0.863414	0.863414
0.00494	292.795	1204.9	1.75799	0.865987	0.865987
0.00495	291.717	1208.48	1.77006	0.86855	0.86855
0.00496	290.642	1212.04	1.78216	0.871105	0.871105
0.00497	289.571	1215.6	1.7943	0.873649	0.873649
0.00498	288.502	1219.14	1.80647	0.876185	0.876185
0.00499	287.436	1222.66	1.81868	0.878711	0.878711
0.005	286.373	1226.17	1.83093	0.881228	0.881228
0.00501	285.314	1229.67	1.84321	0.883735	0.883735
0.00502	284.257	1233.16	1.85552	0.886233	0.886233
0.00503	283.204	1236.63	1.86787	0.888722	0.888722
0.00504	282.154	1240.1	1.88025	0.891202	0.891202
0.00505	281.108	1243.54	1.89267	0.893672	0.893672
0.00506	280.064	1246.98	1.90512	0.896133	0.896133
0.00507	279.024	1250.4	1.91761	0.898585	0.898585
0.00508	277.988	1253.81	1.93013	0.901028	0.901028
0.00509	276.955	1257.21	1.94269	0.903462	0.903462
0.0051	275.926	1260.59	1.95528	0.905887	0.905887
0.00511	274.9	1263.96	1.9679	0.908303	0.908303
0.00512	273.878	1267.32	1.98056	0.91071	0.91071
0.00513	272.859	1270.67	1.99325	0.913108	0.913108
0.00514	271.844	1274.01	2.00597	0.915497	0.915497
0.00515	270.832	1277.33	2.01873	0.917877	0.917877
0.00516	269.824	1280.64	2.03152	0.920249	0.920249
0.00517	268.82	1283.94	2.04434	0.922611	0.922611
0.00518	267.82	1287.22	2.05719	0.924965	0.924965
0.00519	266.823	1290.49	2.07008	0.92731	0.92731
0.0052	265.831	1293.75	2.083	0.929646	0.929646
0.00521	264.842	1297.0	2.09596	0.931973	0.931973
0.00522	263.856	1300.24	2.10894	0.934292	0.934292
0.00523	262.875	1303.46	2.12196	0.936602	0.936602
0.00524	261.897	1306.68	2.13501	0.938904	0.938904
0.00525	260.924	1309.88	2.1481	0.941197	0.941197
0.00526	259.954	1313.07	2.16121	0.943482	0.943482
0.00527	258.988	1316.24	2.17436	0.945758	0.945758
0.00528	258.025	1319.41	2.18754	0.948025	0.948025
0.00529	257.067	1322.56	2.20075	0.950285	0.950285
0.0053	256.113	1325.7	2.21399	0.952535	0.952535
0.00531	255.163	1328.83	2.22726	0.954778	0.954778
0.00532	254.216	1331.95	2.24056	0.957012	0.957012
0.00533	253.274	1335.06	2.2539	0.959238	0.959238
0.00534	252.335	1338.15	2.26726	0.961455	0.961455
0.00535	251.4	1341.24	2.28066	0.963665	0.963665
0.00536	250.47	1344.31	2.29409	0.965866	0.965866
0.00537	249.543	1347.37	2.30755	0.968059	0.968059
0.00538	248.62	1350.42	2.32104	0.970244	0.970244
0.00539	247.702	1353.46	2.33456	0.972421	0.972421
0.0054	246.787	1356.48	2.34811	0.974589	0.974589
0.00541	245.876	1359.5	2.36169	0.97675	0.97675
0.00542	244.969	1362.51	2.3753	0.978903	0.978903
0.00543	244.066	1365.5	2.38894	0.981048	0.981048
0.00544	243.167	1368.48	2.40261	0.983185	0.983185
0.00545	242.273	1371.45	2.4163	0.985314	0.985314
0.00546	241.382	1374.41	2.43003	0.987435	0.987435
0.00547	240.495	1377.36	2.44379	0.989549	0.989549
0.00548	239.612	1380.3	2.45758	0.991655	0.991655
0.00549	238.733	1383.23	2.4714	0.993753	0.993753
0.0055	237.858	1386.15	2.48525	0.995843	0.995843
0.00551	236.986	1389.06	2.49912	0.997926	0.997926
0.00552	236.002	1391.95	2.51303	0.999655	0.999655
0.00553	234.79	1394.84	2.52696	1.00069	1.00069
0.00554	233.242	1397.7	2.54092	1.00069	1.00069
0.00555	231.709	1400.55	2.55492	1.00069	1.00069
0.00556	230.191	1403.37	2.56893	1.00069	1.00069
0.00557	228.688	1406.18	2.58298	1.00069	1.00069
0.00558	227.199	1408.97	2.59706	1.00069	1.00069
0.00559	225.725	1411.75	2.61116	1.00069	1.00069
0.0056	224.265	1414.5	2.62529	1.00069	1.00069
0.00561	222.818	1417.24	2.63945	1.00069	1.00069
0.00562	221.386	1419.96	2.65364	1.00069	1.00069
0.00563	219.967	1422.66	2.66785	1.00069	1.00069
0.00564	218.561	1425.34	2.68209	1.00069	1.00069
0.00565	217.169	1428.01	2.69636	1.00069	1.00069
0.00566	215.791	1430.66	2.71065	1.00069	1.00069
0.00567	214.425	1433.3	2.72497	1.00069	1.00069
0.00568	213.072	1435.91	2.73932	1.00069	1.00069
0.00569	211.732	1438.51	2.75369	1.00069	1.00069
0.0057	210.404	1441.1	2.76809	1.00069	1.00069
0.00571	209.089	1443.67	2.78251	1.00069	1.00069
0.00572	207.786	1446.22	2.79696	1.00069	1.00069
0.00573	206.495	1448.75	2.81144	1.00069	1.00069
0.00574	205.217	1451.27	2.82594	1.00069	1.00069
0.00575	203.95	1453.78	2.84046	1.00069	1.00069
0.00576	202.695	1456.27	2.85501	1.00069	1.00069
0.00577	201.451	1458.74	2.86959	1.00069	1.00069
0.00578	200.219	1461.2	2.88419	1.00069	1.00069
0.00579	198.999	1463.65	2.89881	1.00069	1.00069
0.0058	197.789	1466.07	2.91346	1.00069	1.00069
0.00581	196.591	1468.49	2.92813	1.00069	1.00069
0.00582	195.404	1470.89	2.94283	1.00069	1.00069
0.00583	194.227	1473.27	2.95755	1.00069	1.00069
0.00584	193.061	1475.64	2.97229	1.00069	1.00069
0.00585	191.906	1478.0	2.98706	1.00069	1.00069
0.00586	190.761	1480.34	3.00185	1.00069	1.00069
0.00587	189.626	1482.67	3.01667	1.00069	1.00069
0.00588	188.502	1484.99	3.03151	1.00069	1.00069
0.00589	187.388	1487.29	3.04637	1.00069	1.00069
0.0059	186.284	1489.58	3.06125	1.00069	1.00069
0.00591	185.189	1491.85	3.07616	1.00069	1.00069
0.00592	184.105	1494.11	3.09109	1.00069	1.00069
0.00593	183.03	1496.36	3.10604	1.00069	1.00069
0.00594	181.965	1498.59	3.12102	1.00069	1.00069
0.00595	180.909	1500.81	3.13601	1.00069	1.00069
0.00596	179.862	1503.02	3.15103	1.00069	1.00069
0.00597	178.825	1505.22	3.16607	1.00069	1.00069
0.00598	177.797	1507.4	3.18114	1.00069	1.00069
0.00599	176.777	1509.57	3.19622	1.00069	1.00069
0.006	175.767	1511.73	3.21133	1.00069	1.00069
0.00601	174.766	1513.88	3.22646	1.00069	1.00069
0.00602	173.773	1516.01	3.24161	1.00069	1.00069
0.00603	172.789	1518.13	3.25678	1.00069	1.00069
0.00604	171.814	1520.24	3.27197	1.00069	1.00069
0.00605	170.846	1522.34	3.28718	1.00069	1.00069
0.00606	169.888	1524.42	3.30242	1.00069	1.00069
0.00607	168.937	1526.5	3.31767	1.00069	1.00069
0.00608	167.995	1528.56	3.33295	1.00069	1.00069
0.00609	167.061	1530.61	3.34824	1.00069	1.00069
0.0061	166.134	1532.65	3.36356	1.00069	1.00069
0.00611	165.216	1534.68	3.37889	1.00069	1.00069
0.00612	164.305	1536.7	3.39425	1.00069	1.00069
0.00613	163.403	1538.7	3.40963	1.00069	1.00069
0.00614	162.507	1540.7	3.42503	1.00069	1.00069
0.00615	161.62	1542.68	3.44044	1.00069	1.00069
0.00616	160.74	1544.66	3.45588	1.00069	1.00069
0.00617	159.867	1546.62	3.47134	1.00069	1.00069
0.00618	159.001	1548.57	3.48681	1.00069	1.00069
0.00619	158.143	1550.51	3.50231	1.00069	1.00069
0.0062	157.292	1552.44	3.51782	1.00069	1.00069
0.00621	156.448	1554.36	3.53336	1.00069	1.00069
0.00622	155.611	1556.27	3.54891	1.00069	1.00069
0.00623	154.781	1558.18	3.56448	1.00069	1.00069
0.00624	153.958	1560.07	3.58007	1.00069	1.00069
0.00625	153.141	1561.95	3.59568	1.00069	1.00069
0.00626	152.332	1563.82	3.61131	1.00069	1.00069
0.00627	151.529	1565.68	3.62696	1.00069	1.00069
0.00628	150.732	1567.53	3.64263	1.00069	1.00069
0.00629	149.942	1569.37	3.65831	1.00069	1.00069
0.0063	149.159	1571.2	3.67401	1.00069	1.00069
0.00631	148.381	1573.02	3.68973	1.00069	1.00069
0.00632	147.611	1574.83	3.70547	1.00069	1.00069
0.00633	146.846	1576.63	3.72123	1.00069	1.00069
0.00634	146.087	1578.43	3.73701	1.00069	1.00069
0.00635	145.335	1580.21	3.7528	1.00069	1.00069
0.00636	144.588	1581.99	3.76861	1.00069	1.00069
0.00637	143.848	1583.75	3.78444	1.00069	1.00069
0.00638	143.114	1585.51	3.80028	1.00069	1.00069
0.00639	142.385	1587.26	3.81615	1.00069	1.00069
0.0064	141.662	1588.99	3.83203	1.00069	1.00069
0.00641	140.945	1590.72	3.84793	1.00069	1.00069
0.00642	140.233	1592.45	3.86384	1.00069	1.00069
0.00643	139.527	1594.16	3.87978	1.00069	1.00069
0.00644	138.827	1595.86	3.89573	1.00069	1.00069
0.00645	138.132	1597.56	3.91169	1.00069	1.00069
0.00646	137.443	1599.24	3.92768	1.00069	1.00069
0.00647	136.759	1600.92	3.94368	1.00069	1.00069
